ItemCode;Descrizione;DescrizioneLunga;Brand;MacroCategoria;Quantita;CostoBase;RicaricoPct;PrezzoVendita;S;L;XL
100027;Forbici Westcott Steel asimmetriche in acciaio inox argento - lame 25 cm - E-30811 00;Le forbici in acciaio Steel di WESTCOTT® conquistano con le loro lame asimmetriche e diritte in acciaio inox e l?impugnatura in acciaio particolarmente robusta ed ergonomica, che permette di svolgere lavori di alta precisione. Un ulteriore elemento degno di nota è la superficie levigata. Garanzia di 5 anni.;;Cancelleria;49;4.4;70.0;7.48;https://asset.pbs-holding.com/asset/S/598/1639598.jpg;https://asset.pbs-holding.com/asset/L/598/1639598.jpg;https://asset.pbs-holding.com/asset/XL/598/1639598.jpg
100029;Forbici Westcott Steel asimmetriche in acciaio inox argento - lame 15 cm - E-30861 00;Le forbici in acciaio Steel di WESTCOTT® conquistano con le loro lame asimmetriche diritte in acciaio inox e l?impugnatura in acciaio particolarmente robusta. Le impugnature ergonomiche permettono di svolgere lavori di alta precisione. Un ulteriore elemento degno di nota è la superficie levigata. Garanzia di 5 anni.;;Cancelleria;48;3.33;70.0;5.66;https://asset.pbs-holding.com/asset/S/60/1432060.jpg;https://asset.pbs-holding.com/asset/L/60/1432060.jpg;https://asset.pbs-holding.com/asset/XL/60/1432060.jpg
100030;Forbici Westcott Steel asimmetriche in acciaio inox argento - lame 18 cm - E-30871 00;Le forbici in acciaio Steel di WESTCOTT® conquistano con le loro lame asimmetriche in acciaio inox e l?impugnatura in acciaio particolarmente robusta. Le impugnature ergonomiche permettono di svolgere lavori di alta precisione. Un ulteriore elemento degno di nota è la superficie levigata. Garanzia di 5 anni.;;Cancelleria;119;3.73;70.0;6.34;https://asset.pbs-holding.com/asset/S/494/1436494.jpg;https://asset.pbs-holding.com/asset/L/494/1436494.jpg;https://asset.pbs-holding.com/asset/XL/494/1436494.jpg
100031;Forbici Westcott Steel asimmetriche in acciaio inox argento - lame 21 cm - E-30881 00;Le forbici in acciaio Steel di WESTCOTT® conquistano con le loro lame asimmetriche diritte in acciaio inox e l?impugnatura in acciaio particolarmente robusta. Le impugnature ergonomiche permettono di svolgere lavori di alta precisione. Un ulteriore elemento degno di nota è la superficie levigata. Garanzia di 5 anni.;;Cancelleria;14;4.63;70.0;7.87;https://asset.pbs-holding.com/asset/S/495/1436495.jpg;https://asset.pbs-holding.com/asset/L/495/1436495.jpg;https://asset.pbs-holding.com/asset/XL/495/1436495.jpg
100032;Forbici in blister Q-Connect Softgrip lame simmetriche grigio/verde 14 cm KF00752;Le lame in acciaio inox garantiscono tagli precisi. Un?ulteriore comodità è offerta dalle impugnature colorate Softgrip con anelli interni morbidi, che permettono di eseguire lavori molto precisi in modo agevole. Prodotto blisterato.;;Cancelleria;220;1.16;70.0;1.97;https://asset.pbs-holding.com/asset/S/306/1685306.jpg;https://asset.pbs-holding.com/asset/L/306/1685306.jpg;https://asset.pbs-holding.com/asset/XL/306/1685306.jpg
100033;Forbici in blister Q-Connect Softgrip lame simmetriche grigio/verde 17,5 cm KF00753;Le lame simmetriche in acciaio inox garantiscono tagli precisi. Un?ulteriore comodità è offerta dalle impugnature colorate Softgrip con anelli interni morbidi, che permettono di eseguire lavori molto precisi in modo agevole. Prodotto blisterato.;;Cancelleria;160;0.95;70.0;1.61;https://asset.pbs-holding.com/asset/S/307/1685307.jpg;https://asset.pbs-holding.com/asset/L/307/1685307.jpg;https://asset.pbs-holding.com/asset/XL/307/1685307.jpg
100034;Forbici in blister Q-Connect Softgrip lame asimmetriche grigio/verde 20 cm KF00754;Le lame asimmetriche in acciaio inox garantiscono tagli precisi. Un?ulteriore comodità è offerta dalle impugnature colorate Softgrip con anelli interni morbidi, che permettono di eseguire lavori molto precisi in modo agevole. Prodotto blisterato.;;Cancelleria;130;1.35;70.0;2.29;https://asset.pbs-holding.com/asset/S/308/1685308.jpg;https://asset.pbs-holding.com/asset/L/308/1685308.jpg;https://asset.pbs-holding.com/asset/XL/308/1685308.jpg
100035;Forbici in blister Q-Connect Softgrip lame asimmetriche grigio/verde 24,9 cm KF00755;Le lame asimmetriche in acciaio inox garantiscono tagli precisi. Un?ulteriore comodità è offerta dalle impugnature colorate Softgrip con anelli interni morbidi, che permettono di eseguire lavori molto precisi in modo agevole. Prodotto blisterato.;;Cancelleria;72;2.34;70.0;3.98;https://asset.pbs-holding.com/asset/S/309/1685309.jpg;https://asset.pbs-holding.com/asset/L/309/1685309.jpg;https://asset.pbs-holding.com/asset/XL/309/1685309.jpg
100038;Temperamatite elettrico Westcott iPoint évolution nero E-55030 00;"Il temperamatite elettrico iPoint évolution si distingue per lo scomparto di raccolta particolarmente grande. Inoltre avvia in modo completamente automatico il procedimento di appuntitura. Le lame rivestite in nitruro di titanio e anche il meccanismo di taglio garantiscono una precisione di taglio che dura nel tempo. L?estetica molto interessante e convincente dell?iPoint definisce gli standard Westcott in fatto di design. 
Per matite con diametro fino a 8 mm, grande scomparto di raccolta, avvio automatico del procedimento di appuntitura, lame e meccanismo di taglio con rivestimento in nitruro di titanio, per batterie 4 x AA (non comprese nella fornitura).";;Scrittura;11;12.16;65.0;20.06;https://asset.pbs-holding.com/asset/S/503/2090503.jpg;https://asset.pbs-holding.com/asset/L/503/2090503.jpg;https://asset.pbs-holding.com/asset/XL/503/2090503.jpg
100039;Temperamatite elettrico Westcott iPoint évolution blu E-55033 00;"Il temperamatite elettrico iPoint évolution si distingue per lo scomparto di raccolta particolarmente grande. Inoltre avvia in modo completamente automatico il procedimento di appuntitura. Le lame rivestite in nitruro di titanio e anche il meccanismo di taglio garantiscono una precisione di taglio che dura nel tempo. L?estetica molto interessante e convincente dell?iPoint definisce gli standard Westcott in fatto di design. 
Per matite con diametro fino a 8 mm, grande scomparto di raccolta, avvio automatico del procedimento di appuntitura, lame e meccanismo di taglio con rivestimento in nitruro di titanio, per batterie 4 x AA (non comprese nella fornitura).";;Scrittura;12;12.16;65.0;20.06;https://asset.pbs-holding.com/asset/S/538/1436538.jpg;https://asset.pbs-holding.com/asset/L/538/1436538.jpg;https://asset.pbs-holding.com/asset/XL/538/1436538.jpg
100040;Cutter Westcott Premium larghezza lama 18 mm - guida lama metallo grigio / nero nero  E-84005 00;Il Cutter Premium ha un leggero corpo in plastica. Da evidenziare in modo particolare è la guida della lama in metallo. Il sistema automatico di incastro serve a garantire la sicurezza durante il taglio. Inoltre dispone di un cappuccio terminale rimovibile per spezzare le lame utilizzate. Certificazione TÜV. Garanzia di 3 anni. Guida della lama in metallo, larghezza lama 18 mm, grigio/nero.;;Cancelleria;1193;2.35;70.0;4.0;https://asset.pbs-holding.com/asset/S/56/1611056.jpg;https://asset.pbs-holding.com/asset/L/56/1611056.jpg;https://asset.pbs-holding.com/asset/XL/56/1611056.jpg
100041;Lame di ricambio Westcott 9 mm argento  Conf. 10 pezzi - E-84007 00;Le lame di ricambio per i modelli di Cutter Westcott E-84000 00, E-84002 00, E-84004 00, E-84021 00, E-84024 00 e E-84027 00 hanno una larghezza di 9 mm e sono disponibili in un blister da 10 pezzi.;;Cancelleria;48;1.04;70.0;1.77;https://asset.pbs-holding.com/asset/S/69/1611069.jpg;https://asset.pbs-holding.com/asset/L/69/1611069.jpg;https://asset.pbs-holding.com/asset/XL/69/1611069.jpg
100042;Lame di ricambio Westcott 18 mm argento  Conf. 10 pezzi - E-84008 00;Le lame di ricambio per i modelli di Cutter Westcott E-84003 00, E-84004 00, E-84005 00, E-84006 00, E-84025 00 e E-84028 00 hanno una larghezza di 9 mm e sono disponibili in un blister da 10 pezzi.;;Cancelleria;88;1.66;70.0;2.82;https://asset.pbs-holding.com/asset/S/70/1611070.jpg;https://asset.pbs-holding.com/asset/L/70/1611070.jpg;https://asset.pbs-holding.com/asset/XL/70/1611070.jpg
100043;Lame di ricambio Westcott 18 mm forma trapezoidale argento Conf. 10 pezzi - E-84020 00;"Le lame di ricambio per il Cutter in alluminio di WESTCOTT® sono fissate singolarmente nel Cutter e hanno una forma trapezoidale.
Per Cutter PROFESSIONAL E-18692, E-84009, E-84019, E-84022, E-84023, E-84026 e E-84032.";;Cancelleria;95;2.05;70.0;3.48;https://asset.pbs-holding.com/asset/S/71/1611071.jpg;https://asset.pbs-holding.com/asset/L/71/1611071.jpg;https://asset.pbs-holding.com/asset/XL/71/1611071.jpg
100044;Cutter Westcott Office larghezza 18 mm grigio / nero E-84022 00;Il Cutter in metallo Office è particolarmente adatto a operazioni di taglio impegnative. Il suo corpo in metallo è estremamente robusto. La forma trapezoidale permette di eseguire lavori precisi. Il sistema automatico di incastro serve a garantire la sicurezza durante il taglio. Inoltre dispone di un cappuccio terminale rimovibile per spezzare le lame utilizzate. Garanzia di 3 anni. Con dispositivo di taglio e impugnatura Softgrip, corpo in plastica, larghezza lama 18 mm, grigio/nero.;;Cancelleria;152;3.19;70.0;5.42;https://asset.pbs-holding.com/asset/S/59/1611059.jpg;https://asset.pbs-holding.com/asset/L/59/1611059.jpg;https://asset.pbs-holding.com/asset/XL/59/1611059.jpg
100045;Cutter Westcott Aluminum Alloy larghezza lama 18 mm argento / nero E-84025 00;Il Cutter Aluminium Alloy è caratterizzato dal leggero corpo in alluminio e dall?impugnatura Softgrip ergonomica. Il sistema automatico di incastro serve a garantire la sicurezza durante il taglio. Inoltre dispone di un cappuccio terminale rimovibile per spezzare le lame utilizzate. Il Cutter è disponibile nella combinazione di colori: grigio/nero. Garanzia di 5 anni. Impugnatura Softgrip ergonomica, larghezza lama 18 mm, grigio/nero.;;Cancelleria;187;6.97;70.0;11.85;https://asset.pbs-holding.com/asset/S/66/1611066.jpg;https://asset.pbs-holding.com/asset/L/66/1611066.jpg;https://asset.pbs-holding.com/asset/XL/66/1611066.jpg
100046;Cutter di sicurezza Westcott Duo Safety larghezza lama 18 mm grigio / nero E-84031 00;Questo Cutter riunisce le funzioni di un Cutter standard e quelle di un Cutter di sicurezza. Il ritorno a molla integrato garantisce la retrazione automatica della lama alla fine dell?operazione di taglio. In alternativa è possibile anche l?utilizzo fisso tramite sistema automatico di blocco. Leggero corpo in metallo con impugnatura Softgrip ergonomica. Sospensione e ausilio per spezzare la lama integrato. Garanzia di 5 anni. Colore: nero/grigio. Larghezza lama: 18 mm. Con dispositivo di aggancio.;;Cancelleria;77;10.89;70.0;18.51;https://asset.pbs-holding.com/asset/S/471/1647471.jpg;https://asset.pbs-holding.com/asset/L/471/1647471.jpg;https://asset.pbs-holding.com/asset/XL/471/1647471.jpg
100047;Cutter Westcott Professional doppia lama 34 mm grigio / nero E-84100 00;Il Cutter Professional è caratterizzato dal leggero corpo in plastica con l?impugnatura Softgrip ergonomica. Con sospensione e cappuccio di protezione. Forma della lama: doppia lama. Adatto per l?apertura di pallet con fogli termosaldati o cinture di sicurezza di veicoli e per il taglio di pellicole spesse o nastri laminati.;;Cancelleria;166;2.12;70.0;3.6;https://asset.pbs-holding.com/asset/S/464/1621464.jpg;https://asset.pbs-holding.com/asset/L/464/1621464.jpg;https://asset.pbs-holding.com/asset/XL/464/1621464.jpg
100048;Forbici universali in blister Q-Connect nero 20,5 cm - KF01227;Forbici universali dalla forma ergonomica con impugnatura in plastica nera per un elevato comfort di taglio. Queste lame simmetriche antiruggine garantiscono tagli precisi. Realizzate in materiale plastico in parte riciclato. Prodotto blisterato.;;Cancelleria;678;1.38;70.0;2.35;https://asset.pbs-holding.com/asset/S/946/1604946.jpg;https://asset.pbs-holding.com/asset/L/946/1604946.jpg;https://asset.pbs-holding.com/asset/XL/946/1604946.jpg
100049;Forbici universali Q-Connect nero 17 cm  KF01228;Forbici universali dalla forma ergonomica con impugnatura in plastica nera per un elevato comfort di taglio. Queste lame simmetriche antiruggine garantiscono tagli precisi. Realizzate in materiale plastico in parte riciclato.;;Cancelleria;532;0.94;70.0;1.6;https://asset.pbs-holding.com/asset/S/947/1604947.jpg;https://asset.pbs-holding.com/asset/L/947/1604947.jpg;https://asset.pbs-holding.com/asset/XL/947/1604947.jpg
100050;Forbici per bricolage in blister Q-Connect rosso e blu 13,5 cm - KF01229;Le forbici per bricolage Q-Connect con le loro lame simmetriche in acciaio inox e impugnature in plastica colorata garantiscono tagli precisi e un elevato comfort di taglio. Prodotto blisterato.;;Cancelleria;242;0.76;70.0;1.29;https://asset.pbs-holding.com/asset/S/58/1647058.jpg;https://asset.pbs-holding.com/asset/L/58/1647058.jpg;https://asset.pbs-holding.com/asset/XL/58/1647058.jpg
100051;Forbici universali Q-Connect nero 25,5 cm KF02340;Forbici universali dalla forma ergonomica con impugnatura in plastica nera per un elevato comfort di taglio. Queste lame simmetriche antiruggine garantiscono tagli precisi. Realizzate in materiale plastico in parte riciclato.;;Cancelleria;64;2.42;70.0;4.11;https://asset.pbs-holding.com/asset/S/165/1463165.jpg;https://asset.pbs-holding.com/asset/L/165/1463165.jpg;https://asset.pbs-holding.com/asset/XL/165/1463165.jpg
100052;Forbici per mancini Q-Connect nero 21 cm  KF15757;Forbici per mancini dalla forma ergonomica con impugnatura in plastica nera per un elevato comfort di taglio. Queste lame simmetriche antiruggine garantiscono tagli precisi.;;Cancelleria;107;1.36;70.0;2.31;https://asset.pbs-holding.com/asset/S/480/1459480.jpg;https://asset.pbs-holding.com/asset/L/480/1459480.jpg;https://asset.pbs-holding.com/asset/XL/480/1459480.jpg
100054;Righello Q-Connect alluminio argento 20 cm KF03677;Il righello in alluminio di Q-Connect ha particolari proprietà antiscivolo e una scala graduata in cm e pollici.;;Disegno e didattica;269;1.35;55.0;2.09;https://asset.pbs-holding.com/asset/S/901/1688901.jpg;https://asset.pbs-holding.com/asset/L/901/1688901.jpg;https://asset.pbs-holding.com/asset/XL/901/1688901.jpg
100055;Righello Q-Connect alluminio argento 40 cm KF03679;Il righello in alluminio di Q-Connect ha particolari proprietà antiscivolo e una scala graduata in cm e pollici.;;Disegno e didattica;76;2.71;55.0;4.2;https://asset.pbs-holding.com/asset/S/903/1688903.jpg;https://asset.pbs-holding.com/asset/L/903/1688903.jpg;https://asset.pbs-holding.com/asset/XL/903/1688903.jpg
100057;Forbici Westcott Softgrip Titanium Super simmetrica giallo/grigio lama 18 cm E-30470 00;"Le forbici Softgrip Titanium Super hanno un rivestimento in nitruro di titanio antiaderente. Le lame in acciaio antiruggine garantiscono tagli precisi; un?ulteriore comodità è offerta dalle impugnature Softgrip con anelli interni morbidi, che permettono di eseguire lavori molto precisi in modo agevole. Garanzia di 25 anni.";;Cancelleria;19;6.44;70.0;10.95;https://asset.pbs-holding.com/asset/S/90/1432090.jpg;https://asset.pbs-holding.com/asset/L/90/1432090.jpg;https://asset.pbs-holding.com/asset/XL/90/1432090.jpg
100059;Forbici Westcott Softgrip Titanium Super Multi simmetriche giallo/grigio lama 21 cm - E-30486 00;"Le forbici Softgrip Titanium Super Multi sono forbici per tutti gli usi con apribottiglie e microdentatura sulle lame. Di particolare rilievo è il rivestimento in nitruro di titanio antiaderente. Le lame in acciaio antiruggine garantiscono tagli precisi; un?ulteriore comodità è offerta dalle impugnature Softgrip con anelli interni morbidi, che permettono di eseguire lavori molto precisi in modo agevole. Garanzia di 25 anni.";;Cancelleria;7;8.35;70.0;14.19;https://asset.pbs-holding.com/asset/S/92/1432092.jpg;https://asset.pbs-holding.com/asset/L/92/1432092.jpg;https://asset.pbs-holding.com/asset/XL/92/1432092.jpg
100070;Distruggidocumenti uso moderato HSM Shredstar S10 - P-2 - 18 L - taglio a strisce 6 mm - bianco/argento - 1042121;Protezione dei dati per tutti. Questo distruggidocumenti moderno e compatto taglia a strisce da 6 mm fino a 10 fogli da 80 gr per volta. Distrugge in modo silenzioso ed affidabile i dati domestici e dei piccoli uffici. Il ritorno automatico previene l'inceppamento della carta e assicura un funzionamento ottimale. L'unità di taglio separata per i CD consente di distruggere facilmente CD e DVD, carte di credito e carte d'acquisto. Il materiale triturato viene separato nel contenitore dei CD per consentirne lo smaltimento differenziato. Funzionamento silenzioso. Indicatori LED mostrano lo stato operativo dell'apparecchio: Acceso, Sovralimentato, Surriscaldato. Una fotocellula integrata avvia automaticamente l'apparecchio e lo arresta dopo la frantumazione. Attraverso la finestra d'ispezione, il livello di riempimento del contenitore di raccolta è visibile in qualsiasi momento. Per svuotare il contenitore di raccolta da 18 lt, l'unità superiore può essere facilmente rimossa. Dimensioni LxPxH: 34,5x24,5x38,5 cm.;;Macchine per ufficio;4;60.29;20.0;72.35;https://asset.pbs-holding.com/asset/S/766/2224766.jpg;https://asset.pbs-holding.com/asset/L/766/2224766.jpg;https://asset.pbs-holding.com/asset/XL/766/2224766.jpg
100072;Distruggidocumenti uso moderato HSM Shredstar X6 pro - P-5 - 20 L - taglio a microframmenti 2x15mm - 1046111;Distruggidocumenti affidabile e di facile utilizzo taglia in micro frammenti 2x15 mm fino a 6 fogli 80 gr. Il ritorno automatico previene l'inceppamento della carta e assicura un funzionamento ottimale. L'unità di taglio separata per i CD consente di distruggere facilmente CD e DVD, carte di credito e carte d'acquisto. Il materiale triturato viene separato nel contenitore dei CD per consentirne lo smaltimento differenziato. Funzionamento silenzioso. Indicatori LED mostrano lo stato operativo dell'apparecchio: Acceso, Sovralimentato, Surriscaldato, Contenitore pieno. Una fotocellula integrata avvia automaticamente l'apparecchio e lo arresta dopo la frantumazione. Attraverso la finestra d'ispezione, il livello di riempimento del contenitore di raccolta è visibile in qualsiasi momento. Per svuotare il contenitore di raccolta da 20 litri, l'unità superiore può essere facilmente rimossa. Dimensioni LxPxH: 34,5x24,5x44,5 cm.;;Macchine per ufficio;3;135.44;20.0;162.53;https://asset.pbs-holding.com/asset/S/69/1922069.jpg;https://asset.pbs-holding.com/asset/L/69/1922069.jpg;https://asset.pbs-holding.com/asset/XL/69/1922069.jpg
100100;Pattumiera Brabantia Touch Bin New 30,2x43,5x72,7 cm 40 litri Inox Satinato - 114823;Il coperchio di nuova concezione del Touch Bin New si apre con un leggero tocco, silenziosamente ed agevolmente. E' veramente comodo aprire, cambiare i sacchetti e pulire. Disponibili i sacchetti rifiuti PerfectFit.;;Igiene e pulizia;3;102.9;30.0;133.77;https://asset.pbs-holding.com/asset/S/194/1849194.jpg;https://asset.pbs-holding.com/asset/L/194/1849194.jpg;https://asset.pbs-holding.com/asset/XL/194/1849194.jpg
100101;Pattumiera Brabantia Push Bin 60L 40x40x81 cm Inox Lucido 402623;Non hai tempo da perdere con i rifiuti? La nostra pattumiera Touch Bin extra-large ti permette di accumulare 60 litri di rifiuti. L'apertura è sufficientemente grande per svuotare una paletta di spazzatura senza rovesciare niente.;;Igiene e pulizia;3;125.49;30.0;163.14;https://asset.pbs-holding.com/asset/S/464/1848464.jpg;https://asset.pbs-holding.com/asset/L/464/1848464.jpg;https://asset.pbs-holding.com/asset/XL/464/1848464.jpg
100105;Taglierina a leva Dahle Hobby con pressino manuale max 8 fogli - luce 320-0,8 mm blu - R000502;Taglierina Hobby a leva, con pressino manuale, lame in acciaio di Solingen, luce 320 mm - capacità 8 fogli - 2 squadre laterali - piano prestampato con formati fotografici e suddivisione in cm - piano 420x175 mm.;;Cancelleria;8;34.55;70.0;58.73;https://asset.pbs-holding.com/asset/S/53/2721053.jpg;https://asset.pbs-holding.com/asset/L/53/2721053.jpg;https://asset.pbs-holding.com/asset/XL/53/2721053.jpg
100107;Taglierina a rullo Dahle Hobby pressino automatico max 8 fogli - luce 320-0,8 mm blu - R900507;Taglierina Hobby a rullo generazione 3 con pressino automatico, 2 squadre laterali, piano prestampato con formati fotografici e suddivisione in cm e lama circolare rotante molata. Lama inferiore molata. Luce di taglio 320 mm. Capacità 8 fogli. Dimensioni piano 440x211 mm. Acquistabile separatamente lama di ricambio al codice 100146.;;Cancelleria;11;30.88;70.0;52.5;https://asset.pbs-holding.com/asset/S/487/2536487.jpg;https://asset.pbs-holding.com/asset/L/487/2536487.jpg;https://asset.pbs-holding.com/asset/XL/487/2536487.jpg
100108;Taglierina a rullo Dahle Hobby con pressino automatico max 6 fogli - luce 460-0,6 mm blu - R900508;Taglierina Hobby a rullo generazione 3 con pressino automatico, 2 squadre laterali, piano prestampato con formati fotografici e suddivisione in cm, lama circolare rotante molata. Lama inferiore molata. Luce di taglio 460 mm. Capacità 6 fogli. Dimensioni piano 580x211 mm. Acquistabile separatamente lama di ricambio al codice 100146;;Cancelleria;7;43.97;70.0;74.75;https://asset.pbs-holding.com/asset/S/486/2536486.jpg;https://asset.pbs-holding.com/asset/L/486/2536486.jpg;https://asset.pbs-holding.com/asset/XL/486/2536486.jpg
100109;Taglierina a leva Dahle con pressino manuale max 15 fogli - luce 330-1,5 mm blu  R000533;Taglierina a leva, lama superiore e lama inferiore di acciaio di alta qualità . Pressino manuale proteggidita, squadra laterale, marginatore posteriore regolabile, piano marcato con formati DIN. Capacità 1,5 mm- luce: 330 mm. - capacità 15 fogli.;;Cancelleria;5;96.43;70.0;163.93;https://asset.pbs-holding.com/asset/S/167/2857167.jpg;https://asset.pbs-holding.com/asset/L/167/2857167.jpg;https://asset.pbs-holding.com/asset/XL/167/2857167.jpg
100110;Taglierina a leva Dahle con pressino manuale luce 460-1,5 mm blu - R000534;Taglierina a leva, lama superiore e lama inferiore di acciaio di alta qualità. Pressino manuale proteggidita, squadra laterale, marginatore posteriore regolabile, piano marcato con formati DIN. capacità 1,5 mm- luce: 460 mm. - capacità 15 fogli - prodotta in EU.;;Cancelleria;5;144.78;70.0;246.13;https://asset.pbs-holding.com/asset/S/873/2600873.jpg;https://asset.pbs-holding.com/asset/L/873/2600873.jpg;https://asset.pbs-holding.com/asset/XL/873/2600873.jpg
